,title,authors,venue,year,unique_id
963,the ecrc multi database system,"w jonker , h schќtz",sigmod conference,1995,963
964,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,964
965,database research at arizona state university,"s urban , s dietrich , f golshani",sigmod record,1996,965
966,editor 's notes,l liu,sigmod record,2001,966
967,guest editor 's introduction,,,2003,967
968,what is the nearest neighbor in high dimensional spaces ?,"a hinneburg , c aggarwal , d keim",vldb,2000,968
969,evaluating queries with generalized path expressions,"v christophides , s cluet , g moerkotte",sigmod conference,1996,969
970,complex queries over web repositories,"s raghavan , h garcia-molina",vldb,2003,970
971,smooth - a distributed multimedia database system,"h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,971
972,star-cubing : computing iceberg cubes by top-down and bottom-up integration,"d xin , j han , x li , b wah",vldb,2003,972
973,optimization of queries with user-defined predicates,"s chaudhuri , k shim",vldb,1996,973
974,catching the boat with strudel : experiences with a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1998,974
975,advanced xml data processing - guest editor 's introduction,k aberer,sigmod record,2001,975
976,streaming queries over streaming data,"s chandrasekaran , m franklin",vldb,2002,976
977,the evolution of effective b-tree : page organization and techniques : a personal account,d lomet,sigmod record,2001,977
978,commercial use of database technology,h schіning,vldb,2003,978
979,a performance study of transitive closure algorithms,"s dar , r ramakrishnan",sigmod conference,1994,979
980,some issues in design of distributed deductive databases,"m mohania , n sarda",vldb,1994,980
981,reminiscences on influential papers,,,2000,981
982,querying multiple features of groups in relational databases,"d chatziantoniou , k ross",vldb,1996,982
983,enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998,983
984,extracting schema from semistructured data,"s nestorov , s abiteboul , r motwani",sigmod conference,1998,984
985,optimal histograms with quality guarantees,"h jagadish , n koudas , s muthukrishnan , v poosala , k sevcik , t suel",vldb,1998,985
986,query optimization for xml,"j mchugh , j widom",vldb,1999,986
987,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,987
988,cost estimation of user-defined methods in object-relational database systems,"j boulos , k ono",sigmod record,1999,988
989,an orthogonally persistent java,"m atkinson , l daynшs , m jordan , t printezis , s spence",sigmod record,1996,989
990,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,990
991,rights protection for relational data,"r sion , m atallah , s prabhakar",sigmod conference,2003,991
992,to weave the web,"p atzeni , g mecca , p merialdo",vldb,1997,992
993,dwms : data warehouse management system,n mohan,vldb,1996,993
994,editor 's notes,l liu,sigmod record,2003,994
995,query optimization for xml,"j mchugh , j widom",vldb,1999,995
996,a database system for real-time event aggregation in telecommunication,"j baulier , s blott , h korth , a silberschatz",vldb,1998,996
997,improved query performance with variant indexes,"p o'neil , d quass",sigmod conference,1997,997
998,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003,998
999,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,999
1000,quotient cube : how to summarize the semantics of a data cube,"l lakshmanan , j pei , j han",vldb,2002,1000
1001,data integration and warehousing in telecom italia,"s trisolini , m lenzerini , d nardi",sigmod conference,1999,1001
1002,dyda : data warehouse maintenance in fully concurrent environments,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001,1002
1003,infomaster : an information integration system,"m genesereth , a keller , o duschka",sigmod conference,1997,1003
1004,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,1004
1005,approximate computation of multidimensional aggregates of sparse data using wavelets,"j vitter , m wang",sigmod conference,1999,1005
1006,a query language and optimization techniques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu",sigmod conference,1996,1006
1007,editorial,,,2002,1007
1008,multi-dimensional selectivity estimation using compressed histogram information,"j lee , d kim , c chung",sigmod conference,1999,1008
1009,schemasql - a language for interoperability in relational multi-database systems,"l lakshmanan , f sadri , i subramanian",vldb,1996,1009
1010,the network is the database : data management for highly distributed systems,"j navas , m wynblatt",sigmod conference,2001,1010
1011,approximating aggregate queries about web pages via random walks,"z bar-yossef , a berg , s chien , j fakcharoenphol , d weitz",vldb,2000,1011
1012,optimizing multiple dimensional queries simultaneously in multidimensional databases,"w liang , m orlowska , j yu",vldb j.,2000,1012
1013,distributed query evaluation on semistructured data,d suciu,acm trans . database syst .,2002,1013
1014,lore : a lightweight object repository for semistructured data,"d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener",sigmod conference,1996,1014
1015,association rules over interval data,"r miller , y yang",sigmod conference,1997,1015
1016,on computing correlated aggregates over continual data streams,"j gehrke , f korn , d srivastava",sigmod conference,2001,1016
1017,algebraic query optimisation for database programming languages,"a poulovassilis , c small",vldb j.,1996,1017
1018,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,1018
1019,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,1019
1020,clustering methods for large databases : from the past to the future,"a hinneburg , d keim",sigmod conference,1999,1020
1021,dtd-directed publishing with attribute translation grammars,"m benedikt , c chan , w fan , r rastogi , s zheng , a zhou",vldb,2002,1021
1022,indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,1022
1023,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,1023
1024,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,1024
1025,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",sigmod conference,2000,1025
1026,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996,1026
1027,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"a hinneburg , d keim",vldb,1999,1027
1028,guest editorial,,,2003,1028
1029,odmg-93 : a standard for object-oriented dbmss,r cattell,sigmod conference,1994,1029
1030,declarative updates of relational databases,w chen,acm trans . database syst .,1995,1030
1031,optimization techniques for queries with expensive methods,j hellerstein,acm trans . database syst .,1998,1031
1032,wrapper generation for semi-structured internet sources,"n ashish , c knoblock",sigmod record,1997,1032
1033,sideway value algebra for object-relational databases,"g жzsoyoglu , a al-hamdani , i altingіvde , s жzel , ж ulusoy , z жzsoyoglu",vldb,2002,1033
1034,ptool : a light weight persistent object manager,"r grossman , d hanley , x qin",sigmod conference,1995,1034
1035,mining generalized association rules,"r srikant , r agrawal",vldb,1995,1035
1036,new concurrency control algorithms for accessing and compacting b-trees,"v setzer , a zisman",vldb,1994,1036
1037,advanced xml data processing - guest editor 's introduction,k aberer,sigmod record,2001,1037
1038,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,1038
1039,smooth - a distributed multimedia database system,"h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,1039
1040,time-parameterized queries in spatio-temporal databases,"y tao , d papadias",sigmod conference,2002,1040
1041,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",sigmod conference,1998,1041
1042,exploratory mining and pruning optimizations of constrained association rules,"r ng , l lakshmanan , j han , a pang",sigmod conference,1998,1042
1043,managing intervals efficiently in object-relational databases,"h kriegel , m pіtke , t seidl",vldb,2000,1043
1044,from nested-loop to join queries in oodb,"h steenhagen , p apers , h blanken , r by",vldb,1994,1044
1045,guest editor 's introduction,,,2002,1045
1046,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,1046
1047,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,1047
1048,efficiently mining long patterns from databases,r jr.,sigmod conference,1998,1048
1049,efficient materialization and use of views in data warehouses,"m souza , m sampaio",sigmod record,1999,1049
1050,a data transformation system for biological data sources,"p buneman , s davidson , k hart , g overton , l wong",vldb,1995,1050
1051,efficient similarity search and classification via rank aggregation,"r fagin , r kumar , d sivakumar",sigmod conference,2003,1051
1052,the sift information dissemination system,"t yan , h garcia-molina",acm trans . database syst .,1999,1052
1053,"panel : future directions of database research - the vldb broadening strategy , part 2",m brodie,vldb,2000,1053
1054,efficiently publishing relational data as xml documents,"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald",vldb j.,2001,1054
1055,automated selection of materialized views and indexes in sql databases,"s agrawal , s chaudhuri , v narasayya",vldb,2000,1055
1056,efficient retrieval of similar shapes,"d rafiei , a mendelzon",vldb j.,2002,1056
1057,partitioned garbage collection of large object store,"u maheshwari , b liskov",sigmod conference,1997,1057
1058,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,1058
1059,a practical and modular implementation of extended transaction models,"r barga , c pu",vldb,1995,1059
1060,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,1060
1061,editor 's notes and erratum,,,1994,1061
1062,coalescing in temporal databases,"m bіhlen , r snodgrass , m soo",vldb,1996,1062
1063,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,1063
1064,ofl : a functional execution model for object query languages,"g gardarin , f machuca , p pucheral",sigmod conference,1995,1064
1065,bridging heterogeneity : research and practice of database middleware technology,"f rezende , g sauter",vldb,1998,1065
1066,the dangers of replication and a solution,"j gray , p helland , p o'neil , d shasha",sigmod conference,1996,1066
1067,a predicate-based caching scheme for client-server database architectures,"a keller , j basu",vldb j.,1996,1067
1068,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000,1068
1069,fas - a freshness-sensitive coordination middleware for a cluster of olap components,"u rіhm , k bіhm , h schek , h schuldt",vldb,2002,1069
1070,birch : an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , m livny",sigmod conference,1996,1070
1071,the software information base : a server for reuse,"p constantopoulos , m jarke , j mylopoulos , y vassiliou",vldb j.,1995,1071
1072,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,1072
1073,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,1073
1074,towards knowledge-based digital libraries,"l feng , m jeusfeld , j hoppenbrouwers",sigmod record,2001,1074
1075,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,1075
1076,semantic integration in heterogeneous databases using neural networks,"w li , c clifton",vldb,1994,1076
1077,dynamic xml documents with distribution and replication,"s abiteboul , a bonifati , g cobena , i manolescu , t milo",sigmod conference,2003,1077
1078,an experimental system for object-based sharing in federated databases,"d fang , s ghandeharizadeh",vldb j.,1996,1078
1079,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,1079
1080,an annotated bibliography of benchmarks for object databases,a chaudhri,sigmod record,1995,1080
1081,secure bufering in firm real-time database systems,"b george , j haritsa",vldb j.,2000,1081
1082,incremental maintenance of recursive views using relational calculus/sql,"g dong , j su",sigmod record,2000,1082
1083,query by diagram : a graphical environment for querying databases,"t catarci , g santucci",sigmod conference,1994,1083
1084,a prototype content-based retrieval system that uses virtual images to save space,"l brown , l gruenwald",vldb,2001,1084
1085,a framework for clustering evolving data streams,"c aggarwal , j han , j wang , p yu",vldb,2003,1085
1086,similarity-based queries for time series data,"d rafiei , a mendelzon",sigmod conference,1997,1086
1087,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,1087
1088,guest editorial : databases and the web,,,2000,1088
1089,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,1089
1090,integrating reliable memory in databases,"w ng , p chen",vldb j.,1998,1090
1091,reminiscences on influential papers,,,2003,1091
1092,dynamat : a dynamic view management system for data warehouses,"y kotidis , n roussopoulos",sigmod conference,1999,1092
1093,the wasa2 object-oriented workflow management system,"g vossen , m weske",sigmod conference,1999,1093
1094,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,1094
1095,on the semantics of `` now '' in databases,"j clifford , c dyreson , t isakowitz , c jensen , r snodgrass",acm trans . database syst .,1997,1095
1096,mind your vocabulary : query mapping across heterogeneous information sources,"k chang , h garcia-molina",sigmod conference,1999,1096
1097,the network is the database : data management for highly distributed systems,"j navas , m wynblatt",sigmod conference,2001,1097
1098,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,1098
1099,systematic development of data mining-based data quality tools,"d lќbbers , u grimmer , m jarke",vldb,2003,1099
1100,orthogonally persistent object systems,"m atkinson , r morrison",vldb j.,1995,1100
1101,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,1101
1102,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,1102
1103,sampling-based estimation of the number of distinct values of an attribute,"p haas , j naughton , s seshadri , l stokes",vldb,1995,1103
1104,overview of the stanford real-time information processor ( strip ),"b adelberg , b kao , h garcia-molina",sigmod record,1996,1104
1105,data partitioning and load balancing in parallel disk systems,"p scheuermann , g weikum , p zabback",vldb j.,1998,1105
1106,business-to-business interactions : issues and enabling technologies,"b medjahed , b benatallah , a bouguettaya , a ngu , a elmagarmid",vldb j.,2003,1106
1107,caching strategies for data-intensive web sites,"k yagoub , d florescu , v issarny , p valduriez",vldb,2000,1107
1108,sap r/3 : a database application system ( tutorial ),,,1998,1108
1109,calls for papers and announcements,,sigmod record,1995,1109
1110,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,1110
1111,converting relational to object-oriented databases,j fong,sigmod record,1997,1111
1112,merging ranks from heterogeneous internet sources,"l gravano , h garcia-molina",vldb,1997,1112
1113,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003,1113
1114,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,1114
1115,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,1115
1116,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002,1116
1117,selectivity estimation using probabilistic models,"l getoor , b taskar , d koller",sigmod conference,2001,1117
1118,guest editor 's introduction,,,2002,1118
1119,user interfaces ; who cares ?,s spaccapietra,vldb,1994,1119
1120,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,1120
1121,the merge/purge problem for large databases,"m hernсndez , s stolfo",sigmod conference,1995,1121
1122,control strategies for complex relational query processing in shared nothing systems,"l brunie , h kosch",sigmod record,1996,1122
1123,an almost-serial protocol for transaction execution in main-memory database systems,"s blott , h korth",vldb,2002,1123
1124,qc-trees : an efficient summary structure for semantic olap,"l lakshmanan , j pei , y zhao",sigmod conference,2003,1124
1125,optimization techniques for queries with expensive methods,j hellerstein,acm trans . database syst .,1998,1125
1126,eos : exactly-once e-service middleware,"g shegalov , g weikum , r barga , d lomet",vldb,2002,1126
1127,multi-dimensional resource scheduling for parallel queries,"m garofalakis , y ioannidis",sigmod conference,1996,1127
1128,the mariposa distributed database management system,j sidell,sigmod record,1996,1128
1129,conceptual schema analysis : techniques and applications,"s castano , v antonellis , m fugini , b pernici",acm trans . database syst .,1998,1129
1130,"constructing and integrating data-centric web applications : methods , tools , and techniques",,,2003,1130
1131,groupwise processing of relational queries,"d chatziantoniou , k ross",vldb,1997,1131
1132,open object database management systems,,,1994,1132
1133,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,1133
1134,query processing techniques for arrays,"a marathe , k salem",vldb j.,2002,1134
1135,database management systems and the internet,s malaika,vldb,1996,1135
1136,processing complex aggregate queries over data streams,"a dobra , m garofalakis , j gehrke , r rastogi",sigmod conference,2002,1136
1137,semantic b2b integration,,,2001,1137
1138,improving index performance through prefetching,"s chen , p gibbons , t mowry",sigmod conference,2001,1138
1139,open object database management systems,,,1994,1139
1140,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,1140
1141,workshop report on experiences using object data management in the real-world,,,1998,1141
1142,minimization of tree pattern queries,"s amer-yahia , s cho , l lakshmanan , d srivastava",sigmod conference,2001,1142
1143,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,1143
1144,fast high-dimensional data search in incomplete databases,"b ooi , c goh , k tan",vldb,1998,1144
1145,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,1145
1146,fast incremental maintenance of approximate histograms,"p gibbons , y matias , v poosala",acm trans . database syst .,2002,1146
1147,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998,1147
1148,"high-dimensional index structures , database support for next decade 's applications ( tutorial )","s berchtold , d keim",sigmod conference,1998,1148
1149,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,1149
1150,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,1150
1151,improving performance in replicated databases through relaxed coherency,"r gallersdіrfer , m nicola",vldb,1995,1151
1152,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,1152
1153,extended wavelets for multiple measures,"a deligiannakis , n roussopoulos",sigmod conference,2003,1153
1154,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,1154
1155,dynamic load balancing in hierarchical parallel database systems,"l bouganim , d florescu , p valduriez",vldb,1996,1155
1156,optimization of constrained frequent set queries with 2-variable constraints,"l lakshmanan , r ng , j han , a pang",sigmod conference,1999,1156
1157,towards a cooperative transaction model - the cooperative activity model,"m rusinkiewicz , w klas , t tesch , j wфsch , p muth",vldb,1995,1157
1158,tutorial : ldap directory services - just another database application ?,,,2000,1158
1159,a language based multidatabase system,"e kќhn , t tschernko , k schwarz",sigmod conference,1994,1159
1160,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,1160
1161,incremental clustering for mining in a data warehousing environment,"m ester , h kriegel , j sander , m wimmer , x xu",vldb,1998,1161
1162,query processing techniques for arrays,"a marathe , k salem",sigmod conference,1999,1162
1163,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,1163
1164,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,1164
1165,"the glue-nail deductive database system : design , implementation , and evaluation","m derr , s morishita , g phipps",vldb j.,1994,1165
1166,vqbd : exploring semistructured data,"s chawathe , t baby , j yeo",sigmod conference,2001,1166
1167,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"k smith , l obrst",sigmod record,1999,1167
1168,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,1168
1169,quickstore : a high performance mapped object store,"s white , d dewitt",vldb j.,1995,1169
1170,coalescing in temporal databases,"m bіhlen , r snodgrass , m soo",vldb,1996,1170
1171,hierarchical prefix cubes for range-sum queries,"c chan , y ioannidis",vldb,1999,1171
1172,mining multi-dimensional constrained gradients in data cubes,"g dong , j han , j lam , j pei , k wang",vldb,2001,1172
1173,a low-cost storage server for movie on demand databases,"b жzden , a biliris , r rastogi , a silberschatz",vldb,1994,1173
1174,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,1174
1175,querying atsql databases with temporal logic,"j chomicki , d toman , m bіhlen",acm trans . database syst .,2001,1175
1176,editor 's notes,m franklin,sigmod record,1999,1176
1177,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,1177
1178,integrating reliable memory in databases,"w ng , p chen",vldb j.,1998,1178
1179,fact : a learning based web query processing system,"s chen , y diao , h lu , z tian",sigmod conference,2000,1179
1180,materialized view selection and maintenance using multi-query optimization,"h mistry , p roy , s sudarshan , k ramamritham",sigmod conference,2001,1180
1181,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994,1181
1182,dwms : data warehouse management system,n mohan,vldb,1996,1182
1183,the lyric language : querying constraint objects,"a brodsky , y kornatzky",sigmod conference,1995,1183
1184,continuous queries over data streams,"s babu , j widom",sigmod record,2001,1184
1185,distance-based indexing for high-dimensional metric spaces,"t bozkaya , z жzsoyoglu",sigmod conference,1997,1185
1186,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"n katayama , s satoh",sigmod conference,1997,1186
1187,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies","s chakrabarti , b dom , r agrawal , p raghavan",vldb j.,1998,1187
1188,converting relational to object-oriented databases,j fong,sigmod record,1997,1188
1189,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,1189
1190,a foundation for representing and quering moving objects,"r gќting , m bіhlen , m erwig , c jensen , n lorentzos , m schneider , m vazirgiannis",acm trans . database syst .,2000,1190
1191,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,1191
1192,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,1192
1193,optimizing queries over multimedia repositories,"s chaudhuri , l gravano",sigmod conference,1996,1193
1194,guest editorial,,,2002,1194
1195,using schema matching to simplify heterogeneous data translation,"t milo , s zohar",vldb,1998,1195
1196,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,1196
1197,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang",vldb,1998,1197
1198,multi-step processing of spatial joins,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994,1198
1199,data management for earth system science,"j frew , j dozier",sigmod record,1997,1199
1200,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995,1200
1201,describing and using query capabilities of heterogeneous sources,"v vassalos , y papakonstantinou",vldb,1997,1201
1202,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,1202
1203,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,1203
1204,the drill down benchmark,"p boncz , t rќhl , f kwakkel",vldb,1998,1204
1205,rp * : a family of order preserving scalable distributed data structures,"w litwin , m neimat , d schneider",vldb,1994,1205
1206,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,1206
1207,privacy-preserving data mining,"r agrawal , r srikant",sigmod conference,2000,1207
1208,the mariposa distributed database management system,j sidell,sigmod record,1996,1208
1209,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,1209
1210,the aqua approximate query answering system,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,1210
1211,"self-adaptive , on-line reclustering of complex object data","w jr. , r king",sigmod conference,1994,1211
1212,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,1212
1213,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,1213
1214,ensuring consistency in multidatabases by preserving two-level serializability,"s mehrotra , r rastogi , h korth , a silberschatz",acm trans . database syst .,1998,1214
1215,silkroute : a framework for publishing relational data in xml,"m fernandez , y kadiyska , d suciu , a morishima , w tan",acm trans . database syst .,2002,1215
1216,nearest neighbor queries,"n roussopoulos , s kelley , f vincent",sigmod conference,1995,1216
1217,the role of integrity constraints in database interoperation,"m vermeer , p apers",vldb,1996,1217
1218,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,1218
1219,industry perspectives,l seligman,sigmod record,1997,1219
1220,an effective deductive object-oriented database through language integration,"m barja , n paton , a fernandes , m williams , a dinn",vldb,1994,1220
1221,generating efficient plans for queries using views,"f afrati , c li , j ullman",sigmod conference,2001,1221
1222,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,1222
1223,online dynamic reordering,"v raman , b raman , j hellerstein",vldb j.,2000,1223
1224,database design for incomplete relations,"m levene , g loizou",acm trans . database syst .,1999,1224
1225,calls for papers / announcements,,sigmod record,1994,1225
1226,selectivity estimation using probabilistic models,"l getoor , b taskar , d koller",sigmod conference,2001,1226
1227,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,1227
1228,query optimization for xml,"j mchugh , j widom",vldb,1999,1228
1229,guest editorial,,,2003,1229
1230,a bayesian decision model for cost optimal record matching,"v verykios , g moustakides , m elfeky",vldb j.,2003,1230
1231,modelling and querying video data,"r hjelsvold , r midtstraum",vldb,1994,1231
1232,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,1232
1233,repository system engineering,,,1996,1233
1234,zoo : a desktop experiment management environment,"y ioannidis , m livny , s gupta , n ponnekanti",vldb,1996,1234
1235,an online video placement policy based on bandwith to space ratio ( bsr ),"a dan , d sitaram",sigmod conference,1995,1235
1236,quality-driven integration of heterogenous information systems,"f naumann , u leser , j freytag",vldb,1999,1236
1237,a shrinking-based approach for multi-dimensional data analysis,"y shi , y song , a zhang",vldb,2003,1237
1238,dwms : data warehouse management system,n mohan,vldb,1996,1238
1239,distributed search over the hidden web : hierarchical database sampling and selection,"p ipeirotis , l gravano",vldb,2002,1239
1240,databases for networks,h jagadish,sigmod conference,1994,1240
1241,unql : a query language and algebra for semistructured data based on structural recursion,"p buneman , m fernandez , d suciu",vldb j.,2000,1241
1242,act-net - the active database management system manifesto : a rulebase of adbms features,,sigmod record,1996,1242
1243,view maintenance in mobile computing,"o wolfson , a sistla , s dao , k narayanan , r raj",sigmod record,1995,1243
1244,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"c tќrker , m gertz",vldb j.,2001,1244
1245,incremental updates of inverted lists for text document retrieval,"a tomasic , h garcia-molina , k shoens",sigmod conference,1994,1245
1246,a cost model for query processing in high dimensional data spaces,c bіhm,acm trans . database syst .,2000,1246
1247,novel approaches in query processing for moving object trajectories,"d pfoser , c jensen , y theodoridis",vldb,2000,1247
1248,design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),"j thomas , s deпloch , n mattos",sigmod conference,1995,1248
1249,business data management for b2b electronic commerce,"c quix , m schoop , m jeusfeld",sigmod record,2002,1249
